Title,Company,Location,Type,Level,YearsExp,Country,Skills
Accounting Manager,SMARTTEL,Nasr City,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Accounting, Finance, Financial Management, Financial Analysis, Taxes, Accounting/Finance"
Accounting Manager,Smsm,Shubra,Full Time,Manager,5-8 Yrs of Exp,Cairo,"Finance, Financial Analysis, Retail, Odoo ERP, ERP System, Accounting Management, Accounting/Finance"
Accounting Manager,The Breakroom Company,Sheraton,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Financial Management, Financial Analysis, Leadership, Accounting Principles, Computer, Accounting/Finance, Operations/Management"
Accounting Manager,wnpro,Mohandessin,Full Time,Manager,5+ Yrs of Exp,Giza,"Finance, Financial Management, Financial Analysis, Accounting/Finance"
Accounting Manager - Alexandria,Club Shoes,Alexandria,Full Time,Manager,5+ Yrs of Exp,Egypt,"Finance, Accounting Software, Computer Skills, Financial Analysis, Retail, Accounting/Finance"
Accounting/Finance Manager,Comet Group for Industry,10th of Ramadan City,Full Time,Manager,10-20 Yrs of Exp,Cairo,"Financial Management, Finance, Accounting, Financial Analysis, Communication Skills, Business, Accounting/Finance, Operations/Management"
Accounts Payable Accountant,ECS - Energy & Contracting Solutions,Maadi,Full Time,Experienced,4-7 Yrs of Exp,Cairo,"Accounts Payable, AP Accounting, Commerce, Financial Analysis, Contracting, Accounting/Finance"
Accounts Payable Accountant,Flairstech,Maadi,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Finance, Financial Analysis, Excel, Accounting/Finance"
Accounts Payable Accountant,New Ega Electrical Industries,Downtown,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Finance, Accounts Payable, English, Excel, ERP, FMCG, SAP, Accounting/Finance"
Accounts Receivable,Advansys for Trading & Contracting,Maadi,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Finance, Accounts Receivable, Financial Analysis, AR, English, AR Accountant, Problem Solving, Communication Skills, Accounting"
Accounts Receivable Accountant,Confidential,6th of October,Full Time,Experienced,6-8 Yrs of Exp,Giza,"Accounting, Finance, Financial Analysis, Commerce, Microsoft Office, SAP, Excel, Accounting/Finance"
Accounts Receivable Accountant,Confidential,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Accounts Receivable, Finance, Financial Analysis, English, Excel, Accounting/Finance"
Accounts Receivable Accountant,Egypro FME,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Finance, Financial Analysis, Commerce, ERP, Accounts Receivable, Financial Reports, Unpaid Invoices, VAT, Cash, Payment Plans"
Accounts Receivable Accountant,Flairstech,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Finance, Financial Management, Financial Analysis, Microsoft Excel, Microsoft Office, Financial Reporting Software"
Accounts Receivable Accountant,New Ega Electrical Industries,Downtown,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Finance, Accounts Receivable, FMCG, Excel, Financial Analysis, ERP, English, SAP, Accounting/Finance"
Accounts Receivable Accountant,QuadraTech for Information Technology,Katameya,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Accounting, Microsoft Office, Finance, Accounts Receivable, Financial Analysis, Microsoft Excel, Reporting, Computer Skills, English"
Accounts Receivable Accountant,Somabay,Zamalek,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Accounting, Commerce, Finance, Business Administration, Accounts Receivable, Financial Analysis, ERP, Accounting/Finance"
Accounts Receivable Accountant,UD Crops,Heliopolis,Full Time,Experienced,1-4 Yrs of Exp,Cairo,"Accounts Receivable, Finance, Financial Analysis, Microsoft Office, Accounting/Finance"
Accounts Receivable Accountant (A/R Accountant),ABCO Group,Helmeyat Alzaytoun,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Accounting, Finance, Accounts Receivable, Financial Analysis, ERP, Communication Skills, FMCG, Excel, Reports, Computer Skills"
Accounts Receivable Section Head - Monufya,Prado Rugs,Alsadat City,Full Time,Manager,6-8 Yrs of Exp,Monufya,"Finance, AR, Financial Management, Accounts Payable, Microsoft Office, Accounting/Finance"
Acquisition Editor,Nagwa,Nasr City,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Humanities, Books, Editing, Writing, Publishing, English, Arabic, Writing/Editorial, Media/Journalism/Publishing"
Activation Supervisor,classera.,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Computer Science, Information Technology, Learning Technologies, Learning Project, English, Product Owner, Project Management, Education"
Activity Teacher,Windrose Academy,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Teaching, Physical Education, English, International School, Sports, Sports and Leisure, Education/Teaching"
Admin & Call Dispatcher,Qsource,New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Customer Support, Call Dispatcher, Admin, Administration, Customer Service/Support"
Admin / Customer Service Representative,Okhtub,Smart Village,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Startup, Customer Service, Customer Care, Customer Support, Tele Sales, Sales Skills, Call Center, Administration, Social Media"
Admin Assistant,AL-FIKRY HOLDING,Sheikh Zayed,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Office Management, Administration, English, Front Office, Arabic, Receptionist, Computer Skills, Microsoft Office, Administration"
Admin Assistant,Abdelkader Clinic,Sheikh Zayed,Full Time,Experienced,3+ Yrs of Exp,Giza,"Customer Service, Customer Care, Customer Support, Office Management, Secretary, Microsoft Office, Medical, Clinic Management"
Admin Assistant,Acrylicon Egypt for flooring,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Administration, Office Management, Microsoft Office, Secretary, Administration"
Admin Assistant,CREO,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Administration, Secretary, Office Management, Microsoft Office, Real Estate, Administration"
Admin Assistant,Confidential,Mokattam,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Office Management, Secretary, Microsoft Office, Communication Skills, English, MS Office, Administrative Assistant, Arabic"
Admin Assistant,Ebtkar,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Administration, Office Management, Communication Skills, Microsoft Office, Microsoft Excel, Microsoft Word, Microsoft PowerPoint"
Admin Assistant,IFT Corporation,Mokattam,Full Time,Entry Level,1-4 Yrs of Exp,Cairo,"Secretary, Business Administration, Commerce, English, Administration"
Admin Assistant,Kira Trade International,New Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Office Management, Assistance, Computer Skills, Microsoft Office, Administration"
Admin Assistant,New Ega Electrical Industries,Downtown,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Office Management, Secretary, Microsoft Office, English, Administration"
Admin Assistant,Tiger Med For Medical Agencies,Cairo,Full Time,Experienced,2-7 Yrs of Exp,Egypt,"Office Management, Microsoft Office, Administration, Administration, Customer Service/Support, Operations/Management"
Admin Assistant ( Legal Department ) - Giza,KUWADICO,6th of October,Full Time,Experienced,4-6 Yrs of Exp,Giza,"Office Management, Secretary, Microsoft Office, Communication, Law, English, Legal, Administrative, Administration, Legal"
Admin Assistant - Internship,ARPUPLUS,Agouza,Internship,Entry Level,0-1 Yrs of Exp,Giza,"Secretary, Administration, Office Management, Microsoft Office, Customer Care, Customer Service, English, Administration"
Admin Coordinator,Engosoft,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Administration, Microsoft Office, English, Communication Skills, Excel, Photoshop, Office Management, Administration"
Admin Coordinator,Great Castle,Heliopolis,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Sales Support, Sales Admin, Office Management, Microsoft Office, Secretary, English, Administration"
Admin Coordinator,National Company For Maize Products,10th of Ramadan City,Full Time,Experienced,2-3 Yrs of Exp,Sharqia,"Administration, Microsoft Office, Office Management, MS Office, Computer Skills, Microsoft Excel, Administration"
Admin Coordinator - Alexandria,Shamy Stores,Sidi Gaber,Full Time,Experienced,2-2 Yrs of Exp,Alexandria,"Administration, Excel, Communication, Office Admin, Microsoft Office, Office Management, MS Office, Emails, MS, Administration"
Admin Coordinator - Real Estate,ElAlamia Group,Nasr City,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Real Estate, Communication Skills, Excel, Administration, Administration"
Admin Coordinator - Sharqia,Orientals for Urban Development,10th of Ramadan City,Full Time,Entry Level,0-3 Yrs of Exp,Sharqia,"Administration, Communication Skills, Microsoft Office, Computer Skills, English, Ms Office, Administration"
Admin Coordinator Real Estate,global building,New Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Telesales, Customer Care, Customer Support, Customer Service, Information Technology (IT), Administration, Customer Service/Support"
Admin Officer,Bassy High Trading,Heliopolis,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Human Resources (HR), Administration, Sourcing, English, Office Management, Communication Skills, Microsoft Office, Administration"
Admin Officer,Diamond for Import & Export,Hadayek Alahram,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Office Management, Microsoft Office, Computer Skills, HR, Human Resources (HR), Payroll, Recruitment, Administration"
Admin Officer - Alexandria,ElTarek Automotive,Alexandria,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Administration, Microsoft Office, Secretary, Administration"
Admin Officer - Alexandria,Ibn Sina Pharma,Mansheya,Full Time,Entry Level,1-3 Yrs of Exp,Alexandria,"Office Supplies, Administration Services, Utilities, English, Administration"
Admin Specialist,AGBL Egypt,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Admin Work, Admin Assistant, Office Management, Microsoft Office, Administration"
Admin Specialist,Al-Mansour,Giza,Full Time,Entry Level,1-4 Yrs of Exp,Egypt,"Administration, Microsoft Office, Data Entry, English, Skills, Administration, Operations/Management"
Admin Specialist- Alex,Al-Mansour,Alexandria,Full Time,Entry Level,1-4 Yrs of Exp,Egypt,"Administration, Microsoft Office, Data Entry, English, Skills, Administration, Operations/Management"
Admin Supervisor,Geyushi Motors,New Cairo,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Administration, Microsoft Office, English, Administration, Operations/Management"
Administration / Facilities Section Head,Fine Hygienic Holding,6th of October,Full Time,Manager,5-7 Yrs of Exp,Giza,"Facility management, Administration Management, Business, Public Relations (PR), Administration"
Administration Manager,Arabia Holding,Nozha,Full Time,Manager,15+ Yrs of Exp,Cairo,"Administration, Microsoft Office, Office Management, Construction, Secretary, Real Estate, Administration"
Administration Manager,ElTarek Automotive,6th of October,Full Time,Manager,5-7 Yrs of Exp,Giza,"Admin Assist, Computer Skills, Communication Skills, Office Management, Accounting, Microsoft Office, Business Administration, English"
Administration Manager,Nagwa,Nasr City,Full Time,Manager,8+ Yrs of Exp,Cairo,"Administration, Health and Safety, Operations, Administration, Operations/Management"
Administration Section Head,ECS - Energy & Contracting Solutions,Maadi,Full Time,Manager,7+ Yrs of Exp,Cairo,"Construction, Contracting, Management, Communication Skills, Administration, Operations/Management"
Administrative & Operation Manager (Construction...,United Group For Engineering And Investment,Nasr City,Full Time,Manager,15-20 Yrs of Exp,Cairo,"Operations, Business Administration, Construction, Export, Planning, English, Communication Skills, MS Office, Administration"
Administrative Assistant,Confidential,Giza,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Public Relations (PR), Catering, Conferences, Seminars, Events Organizing, Customer Service, Client Relations, Administration"
Administrative Assistant – Intellectual Property...,Pillars,Hadayek Alahram,Full Time,Experienced,4+ Yrs of Exp,Giza,"Data Entry, Office Management, Computer Skills, Microsoft Office, Secretary, Arabic, English, Administration"
Administrative Coordinator,Confidential,New Cairo,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Office Management, Business Administration, Public Relations, Computer, Business Writing, English, Administration"
Administrative Executive - Nile Badrawi Hospital,Cleopatra Hospitals Group,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Medical, Administration, Admin Work, Secretary, Office Management, MS Word, English, Arabic, Administration"
Administrative Manager,Al Arab Group,Sheikh Zayed,Full Time,Manager,2-6 Yrs of Exp,Giza,"Office Management, Microsoft Office, Administration, Operations/Management"
Administrative Officer,Ataa charity association,Damanhour,Full Time,Experienced,2+ Yrs of Exp,Beheira,"Microsoft Office, Office Management, Communication, Typing, Receptionist, Administration"
Administrator,Sigma for Import and Export,Heliopolis,Shift Based,Entry Level,1+ Yrs of Exp,Cairo,"Office Management, ERP, Accounting, Microsoft Office, Assistant, Business Administration, MS Office, Administration"
Administrator - Alexandria,Sigma for Import and Export,Alexandria,Shift Based,Entry Level,1+ Yrs of Exp,Egypt,"Office Management, ERP, Accounting, Microsoft Office, Assistant, Business Administration, MS Office, Administration"
Administrator Assistant,ABS,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Office Management, Secretary, Microsoft Office, Administration"
Adminstrative Assistant - Giza,Al Sharif Marketing Association,Dokki,Full Time,Entry Level,0-1 Yrs of Exp,Giza,"Office Management, Adminstration, Secretary, English, MS Office, Administration"
Admissions & Graduations Officer,Egyptian Cultural Center,Nasr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Administration, Education, Admission, Student Graduation, Communication Skills, Coordinations, Administration, Education/Teaching"
Admissions Officer,El Sewedy Education,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Higher, Education, Administration, Microsoft Office, Office Management, Communication Skills, Administration, Other"
Advanced Biology Teacher,Al Bashaer International Schools,Maadi,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Advanced Biology, Education, Teaching, English, Education/Teaching"
Advertising Account Executive,Better & Partners' Communications,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Advertising, Digital Marketing, Sales, Social Media, Campaigns, English, Arabic, Marketing/PR/Advertising, Sales/Retail"
Advertising Account Executive,Keep In Touch Advertising Company,Heliopolis,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Account Management, Sales Skills, Business Deveopement, Sales Target, English, Business Development, Sales/Retail"
Advertising Account Manager,ODDS ADVERTISING,Dokki,Full Time,Experienced,5-7 Yrs of Exp,Giza,"Account Manager, Agency, BTL, ATL, Creative, brief, presentations, TTL, Digital marketing, Sales Skills, Sales/Retail"
Advertising Account Manager,Promo & Promo,Cairo,Full Time,Experienced,2-6 Yrs of Exp,Egypt,"Sales Skills, Sales Target, Customer Service, BTL, Events, English, Customer Service/Support, Marketing/PR/Advertising, Sales/Retail"
Advertising Account Manager - Alexandria Branch,Digital Essence,Glim,Full Time,Experienced,2+ Yrs of Exp,Alexandria,"Females Only, Startup, E-marketing, Digital Marketing, Sales Skills, Sales Target, Customer Service, Customer Care, Customer Support"
Advertising Sales Executive,TAG ADVERTISING,Nasr City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Advertising, Customer Service, Marketing/PR/Advertising, Sales/Retail"
Advising Program Officer,Amideast,Giza,Full Time,Experienced,5-10 Yrs of Exp,Egypt,"Teaching, Business Administration, Recruitment, Scholarship, English, Arabic, Economics, Training, Education/Teaching"
Affiliate Marketer - مسوق بالعمولة,Otlob Ngelak,6th of October,Work From Home,Entry Level,null Yrs of Exp,Giza,"E-marketing, Social Media, Digital Marketing, Marketing/PR/Advertising, Media/Journalism/Publishing"
Affiliate Sales Specialist - Advertising Agency,Brodcast Agency,Giza,Full Time,Part Time,1-4 Yrs of Exp,Giza,"1-4 Yrs of Exp, 3 Vacancies, Sales Skills, Sales Target, Outdoor Sales, English, Sales/Retail"
Aftermarket Spare Parts Section Head,Geyushi Motors,10th of Ramadan City,Full Time,Manager,10+ Yrs of Exp,Cairo,"Maintenance, Mechanical Engineering, manufacturing, sales, aftermarket, marketing, factory, geyushimotors, Automotive spare parts"
Agency Development Manager,Happy band media,Cairo,Full Time,Manager,3-5 Yrs of Exp,Egypt,"Business Development, Social Media, Marketing, Mandarin, Sales Skills, Business Development, Marketing/PR/Advertising, Sales/Retail"
